timestamp,object_id,x,y,z
1.800,sun,0.4500,0.0000,0.0000
1.800,mercury,0.4500,-0.2472,0.7608
1.800,venus,0.4500,-0.5603,1.0611
1.800,earth,0.4500,-1.4039,0.9586
1.800,mars,0.4500,-2.1987,0.0764
1.900,sun,0.4750,0.0000,0.0000
1.900,mercury,0.4750,-0.3254,0.7308
1.900,venus,0.4750,-0.6330,1.0195
1.900,earth,0.4750,-1.4522,0.8839
1.900,mars,0.4750,-2.2000,-0.0100
2.000,sun,0.5000,0.0000,0.0000
2.000,mercury,0.5000,-0.4000,0.6928
2.000,venus,0.5000,-0.7026,0.9728
2.000,earth,0.5000,-1.4964,0.8066
2.000,mars,0.5000,-2.1979,-0.0963
2.100,sun,0.5250,0.0000,0.0000
2.100,mercury,0.5250,-0.4702,0.6472
2.100,venus,0.5250,-0.7687,0.9214
2.100,earth,0.5250,-1.5366,0.7272
2.100,mars,0.5250,-2.1924,-0.1826
2.200,sun,0.5500,0.0000,0.0000
2.200,mercury,0.5500,-0.5353,0.5945
2.200,venus,0.5500,-0.8311,0.8656
2.200,earth,0.5500,-1.5726,0.6458
2.200,mars,0.5500,-2.1836,-0.2685
2.300,sun,0.5750,0.0000,0.0000
2.300,mercury,0.5750,-0.5945,0.5353
2.300,venus,0.5750,-0.8895,0.8055
2.300,earth,0.5750,-1.6042,0.5626
2.300,mars,0.5750,-2.1713,-0.3540
2.400,sun,0.6000,0.0000,0.0000
2.400,mercury,0.6000,-0.6472,0.4702
2.400,venus,0.6000,-0.9435,0.7415
2.400,earth,0.6000,-1.6314,0.4779
2.400,mars,0.6000,-2.1558,-0.4390
2.500,sun,0.6250,0.0000,0.0000
2.500,mercury,0.6250,-0.6928,0.4000
2.500,venus,0.6250,-0.9929,0.6739
2.500,earth,0.6250,-1.6542,0.3919
2.500,mars,0.6250,-2.1369,-0.5233
2.600,sun,0.6500,0.0000,0.0000
2.600,mercury,0.6500,-0.7308,0.3254
2.600,venus,0.6500,-1.0375,0.6030
2.600,earth,0.6500,-1.6725,0.3047
2.600,mars,0.6500,-2.1147,-0.6068
2.700,sun,0.6750,0.0000,0.0000
2.700,mercury,0.6750,-0.7608,0.2472
2.700,venus,0.6750,-1.0770,0.5291
2.700,earth,0.6750,-1.6861,0.2168
2.700,mars,0.6750,-2.0892,-0.6893
2.800,sun,0.7000,0.0000,0.0000
2.800,mercury,0.7000,-0.7825,0.1663
2.800,venus,0.7000,-1.1113,0.4527
2.800,earth,0.7000,-1.6952,0.1283
2.800,mars,0.7000,-2.0605,-0.7708
2.900,sun,0.7250,0.0000,0.0000
2.900,mercury,0.7250,-0.7956,0.0836
2.900,venus,0.7250,-1.1402,0.3741
2.900,earth,0.7250,-1.6995,0.0394
2.900,mars,0.7250,-2.0287,-0.8511
3.000,sun,0.7500,0.0000,0.0000
3.000,mercury,0.7500,-0.8000,0.0000
3.000,venus,0.7500,-1.1635,0.2936
3.000,earth,0.7500,-1.6993,-0.0496
3.000,mars,0.7500,-1.9937,-0.9301
3.100,sun,0.7750,0.0000,0.0000
3.100,mercury,0.7750,-0.7956,-0.0836
3.100,venus,0.7750,-1.1812,0.2117
3.100,earth,0.7750,-1.6943,-0.1385
3.100,mars,0.7750,-1.9557,-1.0077
3.200,sun,0.8000,0.0000,0.0000
3.200,mercury,0.8000,-0.7825,-0.1663
3.200,venus,0.8000,-1.1931,0.1288
3.200,earth,0.8000,-1.6848,-0.2270
3.200,mars,0.8000,-1.9146,-1.0837
3.300,sun,0.8250,0.0000,0.0000
3.300,mercury,0.8250,-0.7608,-0.2472
3.300,venus,0.8250,-1.1991,0.0453
3.300,earth,0.8250,-1.6706,-0.3149
3.300,mars,0.8250,-1.8706,-1.1580
3.400,sun,0.8500,0.0000,0.0000
3.400,mercury,0.8500,-0.7308,-0.3254
3.400,venus,0.8500,-1.1994,-0.0385
3.400,earth,0.8500,-1.6518,-0.4019
3.400,mars,0.8500,-1.8237,-1.2305
3.500,sun,0.8750,0.0000,0.0000
3.500,mercury,0.8750,-0.6928,-0.4000
3.500,venus,0.8750,-1.1938,-0.1220
3.500,earth,0.8750,-1.6285,-0.4878
3.500,mars,0.8750,-1.7740,-1.3012
3.600,sun,0.9000,0.0000,0.0000
3.600,mercury,0.9000,-0.6472,-0.4702
3.600,venus,0.9000,-1.1824,-0.2050
3.600,earth,0.9000,-1.6008,-0.5723
3.600,mars,0.9000,-1.7215,-1.3698
3.700,sun,0.9250,0.0000,0.0000
3.700,mercury,0.9250,-0.5945,-0.5353
3.700,venus,0.9250,-1.1652,-0.2870
3.700,earth,0.9250,-1.5686,-0.6553
3.700,mars,0.9250,-1.6664,-1.4364
3.800,sun,0.9500,0.0000,0.0000
3.800,mercury,0.9500,-0.5353,-0.5945
3.800,venus,0.9500,-1.1423,-0.3676
3.800,earth,0.9500,-1.5322,-0.7365
3.800,mars,0.9500,-1.6087,-1.5007
3.900,sun,0.9750,0.0000,0.0000
3.900,mercury,0.9750,-0.4702,-0.6472
3.900,venus,0.9750,-1.1139,-0.4464
3.900,earth,0.9750,-1.4915,-0.8157
3.900,mars,0.9750,-1.5486,-1.5627
4.000,sun,1.0000,0.0000,0.0000
4.000,mercury,1.0000,-0.4000,-0.6928
4.000,venus,1.0000,-1.0800,-0.5230
4.000,earth,1.0000,-1.4468,-0.8926
4.000,mars,1.0000,-1.4860,-1.6223
4.100,sun,1.0250,0.0000,0.0000
4.100,mercury,1.0250,-0.3254,-0.7308
4.100,venus,1.0250,-1.0409,-0.5970
4.100,earth,1.0250,-1.3981,-0.9671
4.100,mars,1.0250,-1.4212,-1.6794
4.200,sun,1.0500,0.0000,0.0000
4.200,mercury,1.0500,-0.2472,-0.7608
4.200,venus,1.0500,-0.9968,-0.6682
4.200,earth,1.0500,-1.3456,-1.0390
4.200,mars,1.0500,-1.3542,-1.7339
4.300,sun,1.0750,0.0000,0.0000
4.300,mercury,1.0750,-0.1663,-0.7825
4.300,venus,1.0750,-0.9477,-0.7361
4.300,earth,1.0750,-1.2893,-1.1080
4.300,mars,1.0750,-1.2850,-1.7857
4.400,sun,1.1000,0.0000,0.0000
4.400,mercury,1.1000,-0.0836,-0.7956
4.400,venus,1.1000,-0.8941,-0.8004
4.400,earth,1.1000,-1.2296,-1.1739
4.400,mars,1.1000,-1.2139,-1.8348
4.500,sun,1.1250,0.0000,0.0000
4.500,mercury,1.1250,-0.0000,-0.8000
4.500,venus,1.1250,-0.8360,-0.8608
4.500,earth,1.1250,-1.1665,-1.2367
4.500,mars,1.1250,-1.1410,-1.8810
4.600,sun,1.1500,0.0000,0.0000
4.600,mercury,1.1500,0.0836,-0.7956
4.600,venus,1.1500,-0.7740,-0.9171
4.600,earth,1.1500,-1.1001,-1.2960
4.600,mars,1.1500,-1.0662,-1.9243
4.700,sun,1.1750,0.0000,0.0000
4.700,mercury,1.1750,0.1663,-0.7825
4.700,venus,1.1750,-0.7081,-0.9688
4.700,earth,1.1750,-1.0308,-1.3518
4.700,mars,1.1750,-0.9899,-1.9647
4.800,sun,1.2000,0.0000,0.0000
4.800,mercury,1.2000,0.2472,-0.7608
4.800,venus,1.2000,-0.6388,-1.0158
4.800,earth,1.2000,-0.9586,-1.4039
4.800,mars,1.2000,-0.9120,-2.0021
4.900,sun,1.2250,0.0000,0.0000
4.900,mercury,1.2250,0.3254,-0.7308
4.900,venus,1.2250,-0.5664,-1.0579
4.900,earth,1.2250,-0.8839,-1.4522
4.900,mars,1.2250,-0.8327,-2.0363
5.000,sun,1.2500,0.0000,0.0000
5.000,mercury,1.2500,0.4000,-0.6928
5.000,venus,1.2500,-0.4912,-1.0949
5.000,earth,1.2500,-0.8066,-1.4964
5.000,mars,1.2500,-0.7521,-2.0675
5.100,sun,1.2750,0.0000,0.0000
5.100,mercury,1.2750,0.4702,-0.6472
5.100,venus,1.2750,-0.4136,-1.1265
5.100,earth,1.2750,-0.7272,-1.5366
5.100,mars,1.2750,-0.6703,-2.0954
5.200,sun,1.3000,0.0000,0.0000
5.200,mercury,1.3000,0.5353,-0.5945
5.200,venus,1.3000,-0.3341,-1.1526
5.200,earth,1.3000,-0.6458,-1.5726
5.200,mars,1.3000,-0.5876,-2.1201
5.300,sun,1.3250,0.0000,0.0000
5.300,mercury,1.3250,0.5945,-0.5353
5.300,venus,1.3250,-0.2528,-1.1731
5.300,earth,1.3250,-0.5626,-1.6042
5.300,mars,1.3250,-0.5039,-2.1415
5.400,sun,1.3500,0.0000,0.0000
5.400,mercury,1.3500,0.6472,-0.4702
5.400,venus,1.3500,-0.1704,-1.1878
5.400,earth,1.3500,-0.4779,-1.6314
5.400,mars,1.3500,-0.4194,-2.1597
5.500,sun,1.3750,0.0000,0.0000
5.500,mercury,1.3750,0.6928,-0.4000
5.500,venus,1.3750,-0.0871,-1.1968
5.500,earth,1.3750,-0.3919,-1.6542
5.500,mars,1.3750,-0.3343,-2.1745
5.600,sun,1.4000,0.0000,0.0000
5.600,mercury,1.4000,0.7308,-0.3254
5.600,venus,1.4000,-0.0034,-1.2000
5.600,earth,1.4000,-0.3047,-1.6725
5.600,mars,1.4000,-0.2487,-2.1859
5.700,sun,1.4250,0.0000,0.0000
5.700,mercury,1.4250,0.7608,-0.2472
5.700,venus,1.4250,0.0803,-1.1973
5.700,earth,1.4250,-0.2168,-1.6861
5.700,mars,1.4250,-0.1627,-2.1940
5.800,sun,1.4500,0.0000,0.0000
5.800,mercury,1.4500,0.7825,-0.1663
5.800,venus,1.4500,0.1636,-1.1888
5.800,earth,1.4500,-0.1283,-1.6952
5.800,mars,1.4500,-0.0764,-2.1987
5.900,sun,1.4750,0.0000,0.0000
5.900,mercury,1.4750,0.7956,-0.0836
5.900,venus,1.4750,0.2461,-1.1745
5.900,earth,1.4750,-0.0394,-1.6995
5.900,mars,1.4750,0.0100,-2.2000
6.000,sun,1.5000,0.0000,0.0000
6.000,mercury,1.5000,0.8000,-0.0000
6.000,venus,1.5000,0.3275,-1.1545
6.000,earth,1.5000,0.0496,-1.6993
6.000,mars,1.5000,0.0963,-2.1979
6.100,sun,1.5250,0.0000,0.0000
6.100,mercury,1.5250,0.7956,0.0836
6.100,venus,1.5250,0.4072,-1.1288
6.100,earth,1.5250,0.1385,-1.6943
6.100,mars,1.5250,0.1826,-2.1924
6.200,sun,1.5500,0.0000,0.0000
6.200,mercury,1.5500,0.7825,0.1663
6.200,venus,1.5500,0.4850,-1.0976
6.200,earth,1.5500,0.2270,-1.6848
6.200,mars,1.5500,0.2685,-2.1836
6.300,sun,1.5750,0.0000,0.0000
6.300,mercury,1.5750,0.7608,0.2472
6.300,venus,1.5750,0.5603,-1.0611
6.300,earth,1.5750,0.3149,-1.6706
6.300,mars,1.5750,0.3540,-2.1713
6.400,sun,1.6000,0.0000,0.0000
6.400,mercury,1.6000,0.7308,0.3254
6.400,venus,1.6000,0.6330,-1.0195
6.400,earth,1.6000,0.4019,-1.6518
6.400,mars,1.6000,0.4390,-2.1558
6.500,sun,1.6250,0.0000,0.0000
6.500,mercury,1.6250,0.6928,0.4000
6.500,venus,1.6250,0.7026,-0.9728
6.500,earth,1.6250,0.4878,-1.6285
6.500,mars,1.6250,0.5233,-2.1369
6.600,sun,1.6500,0.0000,0.0000
6.600,mercury,1.6500,0.6472,0.4702
6.600,venus,1.6500,0.7687,-0.9214
6.600,earth,1.6500,0.5723,-1.6008
6.600,mars,1.6500,0.6068,-2.1147
6.700,sun,1.6750,0.0000,0.0000
6.700,mercury,1.6750,0.5945,0.5353
6.700,venus,1.6750,0.8311,-0.8656
6.700,earth,1.6750,0.6553,-1.5686
6.700,mars,1.6750,0.6893,-2.0892
6.800,sun,1.7000,0.0000,0.0000
6.800,mercury,1.7000,0.5353,0.5945
6.800,venus,1.7000,0.8895,-0.8055
6.800,earth,1.7000,0.7365,-1.5322
6.800,mars,1.7000,0.7708,-2.0605
6.900,sun,1.7250,0.0000,0.0000
6.900,mercury,1.7250,0.4702,0.6472
6.900,venus,1.7250,0.9435,-0.7415
6.900,earth,1.7250,0.8157,-1.4915
6.900,mars,1.7250,0.8511,-2.0287
7.000,sun,1.7500,0.0000,0.0000
7.000,mercury,1.7500,0.4000,0.6928
7.000,venus,1.7500,0.9929,-0.6739
7.000,earth,1.7500,0.8926,-1.4468
7.000,mars,1.7500,0.9301,-1.9937
7.100,sun,1.7750,0.0000,0.0000
7.100,mercury,1.7750,0.3254,0.7308
7.100,venus,1.7750,1.0375,-0.6030
7.100,earth,1.7750,0.9671,-1.3981
7.100,mars,1.7750,1.0077,-1.9557
7.200,sun,1.8000,0.0000,0.0000
7.200,mercury,1.8000,0.2472,0.7608
7.200,venus,1.8000,1.0770,-0.5291
7.200,earth,1.8000,1.0390,-1.3456
7.200,mars,1.8000,1.0837,-1.9146
7.300,sun,1.8250,0.0000,0.0000
7.300,mercury,1.8250,0.1663,0.7825
7.300,venus,1.8250,1.1113,-0.4527
7.300,earth,1.8250,1.1080,-1.2893
7.300,mars,1.8250,1.1580,-1.8706
7.400,sun,1.8500,0.0000,0.0000
7.400,mercury,1.8500,0.0836,0.7956
7.400,venus,1.8500,1.1402,-0.3741
7.400,earth,1.8500,1.1739,-1.2296
7.400,mars,1.8500,1.2305,-1.8237
7.500,sun,1.8750,0.0000,0.0000
7.500,mercury,1.8750,0.0000,0.8000
7.500,venus,1.8750,1.1635,-0.2936
7.500,earth,1.8750,1.2367,-1.1665
7.500,mars,1.8750,1.3012,-1.7740
7.600,sun,1.9000,0.0000,0.0000
7.600,mercury,1.9000,-0.0836,0.7956
7.600,venus,1.9000,1.1812,-0.2117
7.600,earth,1.9000,1.2960,-1.1001
7.600,mars,1.9000,1.3698,-1.7215
7.700,sun,1.9250,0.0000,0.0000
7.700,mercury,1.9250,-0.1663,0.7825
7.700,venus,1.9250,1.1931,-0.1288
7.700,earth,1.9250,1.3518,-1.0308
7.700,mars,1.9250,1.4364,-1.6664
7.800,sun,1.9500,0.0000,0.0000
7.800,mercury,1.9500,-0.2472,0.7608
7.800,venus,1.9500,1.1991,-0.0453
7.800,earth,1.9500,1.4039,-0.9586
7.800,mars,1.9500,1.5007,-1.6087
7.900,sun,1.9750,0.0000,0.0000
7.900,mercury,1.9750,-0.3254,0.7308
7.900,venus,1.9750,1.1994,0.0385
7.900,earth,1.9750,1.4522,-0.8839
7.900,mars,1.9750,1.5627,-1.5486
8.000,sun,2.0000,0.0000,0.0000
8.000,mercury,2.0000,-0.4000,0.6928
8.000,venus,2.0000,1.1938,0.1220
8.000,earth,2.0000,1.4964,-0.8066
8.000,mars,2.0000,1.6223,-1.4860
8.100,sun,2.0250,0.0000,0.0000
8.100,mercury,2.0250,-0.4702,0.6472
8.100,venus,2.0250,1.1824,0.2050
8.100,earth,2.0250,1.5366,-0.7272
8.100,mars,2.0250,1.6794,-1.4212
8.200,sun,2.0500,0.0000,0.0000
8.200,mercury,2.0500,-0.5353,0.5945
8.200,venus,2.0500,1.1652,0.2870
8.200,earth,2.0500,1.5726,-0.6458
8.200,mars,2.0500,1.7339,-1.3542
8.300,sun,2.0750,0.0000,0.0000
8.300,mercury,2.0750,-0.5945,0.5353
8.300,venus,2.0750,1.1423,0.3676
8.300,earth,2.0750,1.6042,-0.5626
8.300,mars,2.0750,1.7857,-1.2850
8.400,sun,2.1000,0.0000,0.0000
8.400,mercury,2.1000,-0.6472,0.4702
8.400,venus,2.1000,1.1139,0.4464
8.400,earth,2.1000,1.6314,-0.4779
8.400,mars,2.1000,1.8348,-1.2139
8.500,sun,2.1250,0.0000,0.0000
8.500,mercury,2.1250,-0.6928,0.4000
8.500,venus,2.1250,1.0800,0.5230
8.500,earth,2.1250,1.6542,-0.3919
8.500,mars,2.1250,1.8810,-1.1410
8.600,sun,2.1500,0.0000,0.0000
8.600,mercury,2.1500,-0.7308,0.3254
8.600,venus,2.1500,1.0409,0.5970
8.600,earth,2.1500,1.6725,-0.3047
8.600,mars,2.1500,1.9243,-1.0662
8.700,sun,2.1750,0.0000,0.0000
8.700,mercury,2.1750,-0.7608,0.2472
8.700,venus,2.1750,0.9968,0.6682
8.700,earth,2.1750,1.6861,-0.2168
8.700,mars,2.1750,1.9647,-0.9899
8.800,sun,2.2000,0.0000,0.0000
8.800,mercury,2.2000,-0.7825,0.1663
8.800,venus,2.2000,0.9477,0.7361
8.800,earth,2.2000,1.6952,-0.1283
8.800,mars,2.2000,2.0021,-0.9120
8.900,sun,2.2250,0.0000,0.0000
8.900,mercury,2.2250,-0.7956,0.0836
8.900,venus,2.2250,0.8941,0.8004
8.900,earth,2.2250,1.6995,-0.0394
8.900,mars,2.2250,2.0363,-0.8327
9.000,sun,2.2500,0.0000,0.0000
9.000,mercury,2.2500,-0.8000,0.0000
9.000,venus,2.2500,0.8360,0.8608
9.000,earth,2.2500,1.6993,0.0496
9.000,mars,2.2500,2.0675,-0.7521
9.100,sun,2.2750,0.0000,0.0000
9.100,mercury,2.2750,-0.7956,-0.0836
9.100,venus,2.2750,0.7740,0.9171
9.100,earth,2.2750,1.6943,0.1385
9.100,mars,2.2750,2.0954,-0.6703
9.200,sun,2.3000,0.0000,0.0000
9.200,mercury,2.3000,-0.7825,-0.1663
9.200,venus,2.3000,0.7081,0.9688
9.200,earth,2.3000,1.6848,0.2270
9.200,mars,2.3000,2.1201,-0.5876
9.300,sun,2.3250,0.0000,0.0000
9.300,mercury,2.3250,-0.7608,-0.2472
9.300,venus,2.3250,0.6388,1.0158
9.300,earth,2.3250,1.6706,0.3149
9.300,mars,2.3250,2.1415,-0.5039
9.400,sun,2.3500,0.0000,0.0000
9.400,mercury,2.3500,-0.7308,-0.3254
9.400,venus,2.3500,0.5664,1.0579
9.400,earth,2.3500,1.6518,0.4019
9.400,mars,2.3500,2.1597,-0.4194
9.500,sun,2.3750,0.0000,0.0000
9.500,mercury,2.3750,-0.6928,-0.4000
9.500,venus,2.3750,0.4912,1.0949
9.500,earth,2.3750,1.6285,0.4878
9.500,mars,2.3750,2.1745,-0.3343
9.600,sun,2.4000,0.0000,0.0000
9.600,mercury,2.4000,-0.6472,-0.4702
9.600,venus,2.4000,0.4136,1.1265
9.600,earth,2.4000,1.6008,0.5723
9.600,mars,2.4000,2.1859,-0.2487
9.700,sun,2.4250,0.0000,0.0000
9.700,mercury,2.4250,-0.5945,-0.5353
9.700,venus,2.4250,0.3341,1.1526
9.700,earth,2.4250,1.5686,0.6553
9.700,mars,2.4250,2.1940,-0.1627
9.800,sun,2.4500,0.0000,0.0000
9.800,mercury,2.4500,-0.5353,-0.5945
9.800,venus,2.4500,0.2528,1.1731
9.800,earth,2.4500,1.5322,0.7365
9.800,mars,2.4500,2.1987,-0.0764
9.900,sun,2.4750,0.0000,0.0000
9.900,mercury,2.4750,-0.4702,-0.6472
9.900,venus,2.4750,0.1704,1.1878
9.900,earth,2.4750,1.4915,0.8157
9.900,mars,2.4750,2.2000,0.0100
10.000,sun,2.5000,0.0000,0.0000
10.000,mercury,2.5000,-0.4000,-0.6928
10.000,venus,2.5000,0.0871,1.1968
10.000,earth,2.5000,1.4468,0.8926
10.000,mars,2.5000,2.1979,0.0963
10.100,sun,2.5250,0.0000,0.0000
10.100,mercury,2.5250,-0.3254,-0.7308
10.100,venus,2.5250,0.0034,1.2000
10.100,earth,2.5250,1.3981,0.9671
10.100,mars,2.5250,2.1924,0.1826
10.200,sun,2.5500,0.0000,0.0000
10.200,mercury,2.5500,-0.2472,-0.7608
10.200,venus,2.5500,-0.0803,1.1973
10.200,earth,2.5500,1.3456,1.0390
10.200,mars,2.5500,2.1836,0.2685
10.300,sun,2.5750,0.0000,0.0000
10.300,mercury,2.5750,-0.1663,-0.7825
10.300,venus,2.5750,-0.1636,1.1888
10.300,earth,2.5750,1.2893,1.1080
10.300,mars,2.5750,2.1713,0.3540
10.400,sun,2.6000,0.0000,0.0000
10.400,mercury,2.6000,-0.0836,-0.7956
10.400,venus,2.6000,-0.2461,1.1745
10.400,earth,2.6000,1.2296,1.1739
10.400,mars,2.6000,2.1558,0.4390
10.500,sun,2.6250,0.0000,0.0000
10.500,mercury,2.6250,-0.0000,-0.8000
10.500,venus,2.6250,-0.3275,1.1545
10.500,earth,2.6250,1.1665,1.2367
10.500,mars,2.6250,2.1369,0.5233
10.600,sun,2.6500,0.0000,0.0000
10.600,mercury,2.6500,0.0836,-0.7956
10.600,venus,2.6500,-0.4072,1.1288
10.600,earth,2.6500,1.1001,1.2960
10.600,mars,2.6500,2.1147,0.6068
10.700,sun,2.6750,0.0000,0.0000
10.700,mercury,2.6750,0.1663,-0.7825
10.700,venus,2.6750,-0.4850,1.0976
10.700,earth,2.6750,1.0308,1.3518
10.700,mars,2.6750,2.0892,0.6893
10.800,sun,2.7000,0.0000,0.0000
10.800,mercury,2.7000,0.2472,-0.7608
10.800,venus,2.7000,-0.5603,1.0611
10.800,earth,2.7000,0.9586,1.4039
10.800,mars,2.7000,2.0605,0.7708
10.900,sun,2.7250,0.0000,0.0000
10.900,mercury,2.7250,0.3254,-0.7308
10.900,venus,2.7250,-0.6330,1.0195
10.900,earth,2.7250,0.8839,1.4522
10.900,mars,2.7250,2.0287,0.8511
11.000,sun,2.7500,0.0000,0.0000
11.000,mercury,2.7500,0.4000,-0.6928
11.000,venus,2.7500,-0.7026,0.9728
11.000,earth,2.7500,0.8066,1.4964
11.000,mars,2.7500,1.9937,0.9301
11.100,sun,2.7750,0.0000,0.0000
11.100,mercury,2.7750,0.4702,-0.6472
11.100,venus,2.7750,-0.7687,0.9214
11.100,earth,2.7750,0.7272,1.5366
11.100,mars,2.7750,1.9557,1.0077
11.200,sun,2.8000,0.0000,0.0000
11.200,mercury,2.8000,0.5353,-0.5945
11.200,venus,2.8000,-0.8311,0.8656
11.200,earth,2.8000,0.6458,1.5726
11.200,mars,2.8000,1.9146,1.0837
11.300,sun,2.8250,0.0000,0.0000
11.300,mercury,2.8250,0.5945,-0.5353
11.300,venus,2.8250,-0.8895,0.8055
11.300,earth,2.8250,0.5626,1.6042
11.300,mars,2.8250,1.8706,1.1580
11.400,sun,2.8500,0.0000,0.0000
11.400,mercury,2.8500,0.6472,-0.4702
11.400,venus,2.8500,-0.9435,0.7415
11.400,earth,2.8500,0.4779,1.6314
11.400,mars,2.8500,1.8237,1.2305
11.500,sun,2.8750,0.0000,0.0000
11.500,mercury,2.8750,0.6928,-0.4000
11.500,venus,2.8750,-0.9929,0.6739
11.500,earth,2.8750,0.3919,1.6542
11.500,mars,2.8750,1.7740,1.3012
11.600,sun,2.9000,0.0000,0.0000
11.600,mercury,2.9000,0.7308,-0.3254
11.600,venus,2.9000,-1.0375,0.6030
11.600,earth,2.9000,0.3047,1.6725
11.600,mars,2.9000,1.7215,1.3698
11.700,sun,2.9250,0.0000,0.0000
11.700,mercury,2.9250,0.7608,-0.2472
11.700,venus,2.9250,-1.0770,0.5291
11.700,earth,2.9250,0.2168,1.6861
11.700,mars,2.9250,1.6664,1.4364
11.800,sun,2.9500,0.0000,0.0000
11.800,mercury,2.9500,0.7825,-0.1663
11.800,venus,2.9500,-1.1113,0.4527
11.800,earth,2.9500,0.1283,1.6952
11.800,mars,2.9500,1.6087,1.5007
11.900,sun,2.9750,0.0000,0.0000
11.900,mercury,2.9750,0.7956,-0.0836
11.900,venus,2.9750,-1.1402,0.3741
11.900,earth,2.9750,0.0394,1.6995
11.900,mars,2.9750,1.5486,1.5627
12.000,sun,3.0000,0.0000,0.0000
12.000,mercury,3.0000,0.8000,-0.0000
12.000,venus,3.0000,-1.1635,0.2936
12.000,earth,3.0000,-0.0496,1.6993
12.000,mars,3.0000,1.4860,1.6223
12.100,sun,3.0250,0.0000,0.0000
12.100,mercury,3.0250,0.7956,0.0836
